Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Aishe Code,University Name,University Type
C-64166,AARIHANT AYURVEDIC MEDICAL COLLEGE AND RESEARCH INSTITUTE,Gujarat,Gandhinagar,https://www.aarihantayurvedic.org/,2019,Rural,Constituent / University College,University,U-0893,Swarrnim Startup & Innovation University,State Private University
C-64165,AARIHANT HOMOEOPATHIC MEDICAL COLLEGE AND RESEARCH INSTITUTE,Gujarat,Gandhinagar,http://aarihanthomeopathic.org/,2017,Rural,Constituent / University College,University,U-0893,Swarrnim Startup & Innovation University,State Private University
C-64168,AARIHANT INSTITUTE OF NURSING,Gujarat,Gandhinagar,www.swarrnim.edu.in,2018,Rural,Constituent / University College,University,U-0893,Swarrnim Startup & Innovation University,State Private University
C-10224,Aarupadai Veedu Institute of Technology,Tamil Nadu,Chengalpattu,www.avit.ac.in,1998,Rural,Constituent / University College,University,U-0492,"VINAYAKA MISSIONs RESEARCH FOUNDATION, SALEM",Deemed University-Private
C-10217,Aarupadai Veedu Medical College and Hospital,Puducherry,Puducherry,https://avmc.edu.in/,1999,Rural,Constituent / University College,University,U-0492,"VINAYAKA MISSIONs RESEARCH FOUNDATION, SALEM",Deemed University-Private
C-35436,"Abhijit Kadam Institute of Management and Social Sciences, Solapur",Maharashtra,Solapur,https://www.bvuniversity.edu.in/akim,1981,Urban,Constituent / University College,Private Un-Aided,U-0292,"Bharati Vidyapeeth, Pune",Deemed University-Private
C-44944,ABM college. Jamshedpur,Jharkhand,East Singhbum,www.abmcollegejamshedpur.ac.in,1971,Urban,Constituent / University College,State Government,U-0206,"Kolhan University,  West Singhbhum",State Public University
C-44544,A.B.M. COLLEGE NAGPUR,Maharashtra,Nagpur,www.pdkv.ac.in,2009,Urban,Constituent / University College,University,U-0302,"Dr. Panjabrao Deshmukh Krishi Vidyapeeth, Akola",State Public University
C-19320,A.B.S.M. INSTITUTE OF DENTAL SCIENCES,Karnataka,Dakshina Kannada,www.nitte.edu.in,1985,Urban,Constituent / University College,University,U-0239,"NITTE Unversity, Mangalore",Deemed University-Private
C-22472,Acharya Kalu Kanya Mahavidyalaya,Rajasthan,Nagaur,http://jvbi.ac.in/akkmcollege,1998,Rural,Constituent / University College,University,U-0400,"Jain Vishva Bharati Institute, Nagaur",Deemed University-Private
C-6380,Acharya Narendra Dev College,Delhi,South,http://andcollege.du.ac.in,1991,Urban,Constituent / University College,University,U-0697,A P GOYAL SHIMLA UNIVERSITY,State Private University
C-44452,"ADARSH COLLEGE, RAJDHANWAR, GIRIDIH",Jharkhand,Giridih,www.acr.ac.in,1973,Rural,Constituent / University College,State Government,U-0212,"Vinoba Bhave University, Hazaribagh",State Public University
C-29246,"Adesh Institute of Dental Sciences & Research, Baranala Road, Bathinda",Punjab,Bathinda,-,-,-,Constituent / University College,Private Un-Aided,U-0736,ADESH UNIVERSITY,State Private University
C-29187,"Adesh Institute of Medical Sciences & Research, Barnala Road",Punjab,Bathinda,-,-,-,Constituent / University College,Private Un-Aided,U-0736,ADESH UNIVERSITY,State Private University
C-10496,"Adesh Institute of Pharmacy & Biomedical Sciences, Bathinda",Punjab,Bathinda,-,-,-,Constituent / University College,Private Un-Aided,U-0736,ADESH UNIVERSITY,State Private University
C-40144,"Adichunchanagiri Institute Of Medical Science,",Karnataka,Mandya,www.bgsaims.edu.in,1986,Rural,Constituent / University College,University,U-0971,ADICHUNCHANAGIRI UNIVERSITY,State Private University
C-70586,ADICHUNCHANAGIRI SCHOOL OF NATURAL SCIENCES,Karnataka,Mandya,www.asns.ac.in,-,Rural,Constituent / University College,University,U-0971,ADICHUNCHANAGIRI UNIVERSITY,State Private University
C-9619,"Adinath Parash Mani Skt. College, Rahua Sangram, Madhubani",Bihar,Madhubani,www.ampsktcollege.org.in,1968,Rural,Constituent / University College,University,U-0067,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-6390,Aditi Mahavidyalaya,Delhi,North West,www.aditi.du.ac.in,1994,Rural,Constituent / University College,University,U-0120,University of Delhi,Central University
C-50515,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY,Gujarat,Ahmedabad,https://silveroakuni.ac.in/,2014,Urban,Constituent / University College,University,U-1078,SILVER OAK UNIVERSITY,State Private University
C-176,"A. D. Patel Institute Of Technology, Karamsad",Gujarat,Anand,www.adit.ac.in,2000,Rural,Constituent / University College,University,U-1082,THE CHARUTAR VIDYA MANDAL (CVM) UNIVERSITY,State Private University
C-73070,ADVANCE CANCER INSTITUTE BATHINDA    ,Punjab,Bathinda,-,2016,Urban,Constituent / University College,State Government,U-0371,"Baba Farid University of Health Sciences, Faridkot",State Public University
C-57009,"ADVANCED POST GRADUATE CENTRE, LAM FARM, GUNTUR",Andhra Pradesh,Guntur,-,-,Rural,Constituent / University College,University,U-0004,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-52100,AGNOS COLLEGE OF TECHNOLOGY,Madhya Pradesh,Bhopal,www.rkdf.ac.in,-,Urban,Constituent / University College,University,U-0652,RKDF UNIVERSITY,State Private University
C-72887,AGRICULTURAL COLLEGE ADILABAD    ,Telangana,Adilabad,https://www.pjtsau.edu.in,2023,Urban,Constituent / University College,State Government,U-0784,PROFESSOR JAYASHANKAR TELANGANA AGRICULTURAL UNIVERSITY (PJTAU),State Public University
C-51365,AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE,Tamil Nadu,Pudukkottai,www.tnau.ac.in,2014,Rural,Constituent / University College,University,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-67566,AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE,Tamil Nadu,Nagapattinam,www.tnau.ac.in,2021,Rural,Constituent / University College,University,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-68943,"AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE, CHETTINAD",Tamil Nadu,Sivaganga,www.tnau.ac.in,2021,Rural,Constituent / University College,State Government,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-44926,"Agricultural College and Research Institute, Coimbatore",Tamil Nadu,Coimbatore,www.tnau.ac.in,1906,Urban,Constituent / University College,State Government,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-68269,"AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE, KARUR",Tamil Nadu,Karur,tnau.ac.in,2021,Urban,Constituent / University College,State Government,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-44925,"Agricultural College and Research Institute, Madurai",Tamil Nadu,Madurai,www.tnau.ac.in,1965,Rural,Constituent / University College,University,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-51396,"Agricultural College and Research Institute, Thiruvannamalai",Tamil Nadu,Tiruvannamalai,https://tnau.ac.in/college-vazhavachanur/,2014,Rural,Constituent / University College,University,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-26380,"Agricultural College, Aswaraopet",Telangana,Khammam,-,-,-,Constituent / University College,-,U-0784,PROFESSOR JAYASHANKAR TELANGANA AGRICULTURAL UNIVERSITY (PJTAU),State Public University
C-26378,"Agricultural College, Bapatla",Andhra Pradesh,Guntur,www.agcbapatla.in,1945,Urban,Constituent / University College,State Government,U-0004,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-26376,"Agricultural College, Jagtial",Telangana,Karimnagar,-,-,-,Constituent / University College,-,U-0784,PROFESSOR JAYASHANKAR TELANGANA AGRICULTURAL UNIVERSITY (PJTAU),State Public University
C-26377,"Agricultural College, Mahanandi",Andhra Pradesh,Kurnool,www.agcmnd.in,1991,Rural,Constituent / University College,University,U-0004,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-26375,"Agricultural College, Naira",Andhra Pradesh,Srikakulam,www.agcnaira.com,1989,Rural,Constituent / University College,State Government,U-0004,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-74866,"AGRICULTURAL COLLEGE, PULIVENDULA",Andhra Pradesh,Y.S.R. Kadapa,-,2023,Urban,Constituent / University College,University,U-0004,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-26369,"Agricultural College, Rajahmundry",Andhra Pradesh,East Godavari,https://agcrjy.in,2008,Rural,Constituent / University College,State Government,U-0004,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-61312,"Agricultural College, Sirsilla",Telangana,RAJANNA SIRCILLA,-,-,Rural,Constituent / University College,State Government,U-0784,PROFESSOR JAYASHANKAR TELANGANA AGRICULTURAL UNIVERSITY (PJTAU),State Public University
C-72889,AGRICULTURAL COLLEGE TORNALA    ,Telangana,Siddipet,https://www.pjtau.edu.in,2023,Rural,Constituent / University College,University,U-0784,PROFESSOR JAYASHANKAR TELANGANA AGRICULTURAL UNIVERSITY (PJTAU),State Public University
C-68941,"AGRICULTURAL COLLEGE, WARANGAL",Telangana,Warangal,-,-,Rural,Constituent / University College,University,U-0784,PROFESSOR JAYASHANKAR TELANGANA AGRICULTURAL UNIVERSITY (PJTAU),State Public University
C-44924,"Agricultural Engineering College and Research Institute, Coimbatore",Tamil Nadu,Coimbatore,www.tnau.ac.in,1972,Urban,Constituent / University College,University,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-44929,"Agricultural Engineering College and Research Institute, Tiruchirappalli",Tamil Nadu,Tiruchirappalli,http://www.tnau.ac.in,1992,Rural,Constituent / University College,State Government,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-75288,AGRICULTURAL POLYTECHNIC,Andhra Pradesh,Krishna,www.angrau.ac.in,2016,Rural,Constituent / University College,University,U-0004,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-71873,AGRICULTURAL POLYTECHNIC,Andhra Pradesh,Sri Potti Sriramulu Nellore,-,-,Rural,Constituent / University College,University,U-0004,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-75035,"AGRICULTURAL POLYTECHNIC OF SEED TECHNOLOGY, J M PURAM, GURAZALA",Andhra Pradesh,Palnadu,angrau.ac.in,2011,Rural,Constituent / University College,State Government,U-0004,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-64213,AGRICULTURE COLLEGE GARHWA,Jharkhand,Garhwa,https://www.bauranchi.org/,2017,Urban,Constituent / University College,State Government,U-0203,"Birsa Agricultural University, Ranchi",State Public University
C-52323,"Agriculture College, Palem",Telangana,Mahabubnagar,-,-,-,Constituent / University College,-,U-0784,PROFESSOR JAYASHANKAR TELANGANA AGRICULTURAL UNIVERSITY (PJTAU),State Public University
C-71871,AGRICULTURE POLYTECHNIC RAMPACHODAVARAM,Andhra Pradesh,Alluri Sitharama Raju,www.angrau.ac.in,-,Rural,Constituent / University College,State Government,U-0004,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-65758,AGROPOLYTECHNIC CENTRE FISHERY SCIENCE OUAT RANGEILUNDA BERHAMPUR,Odisha,Ganjam,-,-,Rural,Constituent / University College,University,U-0360,"Orissa University of Agriculture &  Technology, Bhubaneswar",State Public University
C-64101,AHDP DAG JHALAWAR,Rajasthan,Jhalawar,-,-,Rural,Constituent / University College,University,U-0421,"Rajasthan University of Veterinary and Animal Sciences, Bikaner",State Public University
C-6798,AHMEDABAD HOMOEPETHIC MEDICAL COLLEGE,Gujarat,Ahmedabad,www.paruluniversity.ac.in,1993,Urban,Constituent / University College,University,U-0763,PARUL UNIVERSITY,State Private University
C-6064, AHMEDABAD PHYSIOTHERAPY COLLEGE,Gujarat,Ahmedabad,www.paruluniversity.ac.in,2009,Urban,Constituent / University College,University,U-0763,PARUL UNIVERSITY,State Private University
C-9666,"Akhil Bharatiye Skt. Hindi Vidypeeth, Khamhar, Begusarai",Bihar,Begusarai,www.abshvidyapeeth.com,1965,Rural,Constituent / University College,University,U-0067,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-25071,Alagappa College of Technology Campus,Tamil Nadu,Chennai,www.annauniv.edu/act/,1944,Urban,Constituent / University College,University,U-0439,"Anna University, Chennai",State Public University
C-47507,"ALAGAPPA UNIVERSITY MODEL CONSTITUENT COLLEGE OF ARTS AND SCIENCE, PARAMAKUDI",Tamil Nadu,Ramanathapuram,www.gascwpmk.com,2012,Rural,Constituent / University College,State Government,U-0435,"Alagappa University, Alagappa Nagar, Karaikudi",State Public University
C-57819,"Alamdar Memorial College of Nursing and Medical Technology, Charar-i-Sharief, Budgam",Jammu and Kashmir,Budgam,-,-,Rural,Constituent / University College,State Government,U-0194,"Islamic University of Science & Technology, Pulwama",State Public University
C-36473,Allahabad Degree College,Uttar Pradesh,Prayagraj,www.adc-au.in,1956,Urban,Constituent / University College,Private Aided (Government Aided),U-0548,"University of Allahabad, Allahabad",Central University
C-35394,Allahabad School of Agriculture,Uttar Pradesh,Prayagraj,-,-,-,Constituent / University College,-,U-0536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",Deemed University-Government Aided
C-73340,AMALTAS INSTITUTE OF AYURVEDA    ,Madhya Pradesh,Dewas,http://amaltasgroup.co.in/ayurvedic/default.asp,2024,Rural,Constituent / University College,University,U-1326,Amaltas University,State Private University
C-73353,AMALTAS INSTITUTE OF NURSING SCIENCES    ,Madhya Pradesh,Dewas,www.amaltasuniversity.in,2016,Rural,Constituent / University College,University,U-1326,Amaltas University,State Private University
C-53979,"AMBEDKAR DSEU, SHAKARPUR CAMPUS - I",Delhi,East,www.ambp.in,1986,Urban,Constituent / University College,State Government,U-1146,Delhi Skill and Entrepreneurship University,State Public University
C-12867,A.M.College,Bihar,Gaya,www.amcollegegaya.ac.in,1964,Urban,Constituent / University College,University,U-0069,"Magadh University, Bodh Gaya",State Public University
C-75612,AMRITA PATEL CENTRE FOR PUBLIC HEALTH,Gujarat,Anand,https://www.bhaikakauniv.edu.in/Department/index/amrita-patel-centre-for-public-health/overview,2023,Rural,Constituent / University College,University,U-1065,BHAIKAKA UNIVERSITY,State Private University
C-7023,"Amrita School of Business, Coimbatore",Tamil Nadu,Coimbatore,-,-,-,Constituent / University College,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7021,"Amrita School of Engineering, Coimbatore",Tamil Nadu,Coimbatore,-,-,-,Constituent / University College,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-56399,Amrut Mody School of Management,Gujarat,Ahmedabad,-,1999,Urban,Constituent / University College,University,U-0122,Ahmedabad University,State Private University
C-74768,"AMS AYURVED MEDICAL COLLEGE AND HOSPITAL, MALEGAON DIST NASHIK",Maharashtra,Nashik,amsayurvedmch.org,2024,Rural,Constituent / University College,Private Un-Aided,U-0313,"Maharashtra University of Health Sciences, Nashik",State Public University
C-44927,Anbil Dharmalingam Agricultural College and Research Institute,Tamil Nadu,Tiruchirappalli,www.tnau.ac.in,1992,Rural,Constituent / University College,University,U-0485,"Tamilnadu Agricultural University, Coimbatore",State Public University
C-12939,A.N.College,Bihar,Patna,www.ancpatna.ac.in,1956,Urban,Constituent / University College,University,U-0974,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-8787,A.N.D. College,Bihar,Samastipur,www.andcollege.ac.in,1960,Urban,Constituent / University College,University,U-0068,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-24004,Andhra University College of Engineering(A),Andhra Pradesh,Visakhapatnam,https://www.andhrauniversity.edu.in/college/college-of-engineering/engineering-home.html,1955,Urban,Constituent / University College,State Government,U-0006,"Andhra University, Visakhapatnam",State Public University
C-67056,ANIMAL BIOTECHNOLOGY CENTRE NDVSU JABALPUR,Madhya Pradesh,Jabalpur,ndvsu.org,-,Urban,Constituent / University College,University,U-0279,"Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidalaya, Jabalpur",State Public University
C-71870,ANIMAL HUSBANDRY DIPLOMA COLLEGE BHOPAL,Madhya Pradesh,Bhopal,www.ndvsu.org,-,Urban,Constituent / University College,University,U-0279,"Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidalaya, Jabalpur",State Public University
C-76008,ANIMAL HUSBANDRY DIPLOMA COLLEGE JABALPUR,Madhya Pradesh,Jabalpur,www.ndvsu.org,2012,Urban,Constituent / University College,University,U-0279,"Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidalaya, Jabalpur",State Public University
C-73973,"ANIMAL HUSBANDRY DIPLOMA COLLEGE, MORENA",Madhya Pradesh,Morena,-,2012,Urban,Constituent / University College,University,U-0279,"Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidalaya, Jabalpur",State Public University
C-71898,ANIMAL HUSBANDRY DIPLOMA COLLEGE REWA,Madhya Pradesh,Rewa,ndvsu.org.in,-,Urban,Constituent / University College,University,U-0279,"Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidalaya, Jabalpur",State Public University
C-64961,"ANIMAL HUSBANDRY DIPLOMA INSTITUTE, CHANDAN JAISALMER",Rajasthan,Jaisalmer,-,-,Rural,Constituent / University College,University,U-0421,"Rajasthan University of Veterinary and Animal Sciences, Bikaner",State Public University
C-67978,ANIMAL HUSBANDRY POLYTECHNIC BARGI GUNDULPETE CHAMARAJANAGAR DISTRICT  KARNATAKA ,Karnataka,Chamarajanagar,www.kvafsu.edu.in,-,Rural,Constituent / University College,University,U-0231,"Karnataka Vetrinary, Animal & Fisheries Science University, Nandinagar",State Public University
C-66036,ANIMAL HUSBANDRY POLYTECHNIC DORANAHALLI,Karnataka,Yadgir,-,2017,Rural,Constituent / University College,University,U-0231,"Karnataka Vetrinary, Animal & Fisheries Science University, Nandinagar",State Public University
C-75281,"ANIMAL HUSBANDRY POLYTECHNIC, GARIVIDI",Andhra Pradesh,Vizianagaram,-,2005,Rural,Constituent / University College,State Government,U-0039,"Sri Venkateswara Veterinary University, Tirupathi",State Public University
C-67853,ANIMAL HUSBANDRY POLYTECHNIC  KONEHALLY TIPATURU TQ TUMKURU DISTRICT,Karnataka,Tumakuru,-,-,Rural,Constituent / University College,University,U-0231,"Karnataka Vetrinary, Animal & Fisheries Science University, Nandinagar",State Public University
C-75327,"ANIMAL HUSBANDRY POLYTECHNIC, VENKATARAMANNAGUDEM",Andhra Pradesh,West Godavari,-,2005,Rural,Constituent / University College,University,U-0039,"Sri Venkateswara Veterinary University, Tirupathi",State Public University
C-27130,"Anjabit Singh College, Bikramganj",Bihar,Rohtas,www.ascollegebikramganj.ac.in,1957,Rural,Constituent / University College,University,U-0077,"Veer Kunwar Singh University, Arrah",State Public University
C-54584,Anna University Regional Campus - Coimbatore,Tamil Nadu,Coimbatore,www.aurcc.ac.in,2007,Rural,Constituent / University College,University,U-0439,"Anna University, Chennai",State Public University
C-26778,Anna University Regional Campus - Madurai,Tamil Nadu,Madurai,www.autmdu.in,2010,Rural,Constituent / University College,University,U-0439,"Anna University, Chennai",State Public University
C-27033,Anna University Regional Campus - Tirunelveli,Tamil Nadu,Tirunelveli,www.auttvl.ac.in,2007,Urban,Constituent / University College,University,U-0439,"Anna University, Chennai",State Public University
C-12883,"A.N.S. College, Barh",Bihar,Patna,https://www.anscollege.ac.in/,1951,Rural,Constituent / University College,University,U-0974,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-12880,"A.N.S. College,Nabinagar",Bihar,Aurangabad,anscnabinagar.com,1970,Rural,Constituent / University College,University,U-0069,"Magadh University, Bodh Gaya",State Public University
C-8784,A. P.S.M. College,Bihar,Begusarai,www.apsmcollege.ac.in,1959,Rural,Constituent / University College,State Government,U-0068,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-29616,"Araria College, Araria",Bihar,Araria,www.arariacollegebnmu.com,1973,Urban,Constituent / University College,State Government,U-0999,"PURNEA UNIVERSITY, PURNIA",State Public University
C-72015,ARIHANT SCHOOL OF PHARMACY,Gujarat,Gandhinagar,swarrnim.edu.in,2022,Rural,Constituent / University College,University,U-0893,Swarrnim Startup & Innovation University,State Private University
C-6396,Aryabhatta College,Delhi,South West,www.aryabhattacollege.ac.in,1973,Urban,Constituent / University College,University,U-0120,University of Delhi,Central University
C-68665,Aryabhatt DSEU Ashok Vihar Campus,Delhi,North,-,-,-,Constituent / University College,-,U-1146,Delhi Skill and Entrepreneurship University,State Public University
C-36468,Arya Kanya Degree College,Uttar Pradesh,Prayagraj,www.akpgc.in,1975,Urban,Constituent / University College,Private Aided (Government Aided),U-0548,"University of Allahabad, Allahabad",Central University
C-45389,"A S COLLEGE, DEOGHAR",Jharkhand,Deoghar,www.ascollegedeoghar.com,1969,Urban,Constituent / University College,State Government,U-0210,"Sido Kanhu Murmu University, Dumka",State Public University
C-21419,"A. S. College, Srinagar",Jammu and Kashmir,Srinagar,www.amarsinghcollege.ac.in,1942,Urban,Constituent / University College,State Government,U-0909,Cluster University Srinagar,State Public University
C-66680,ASHA M TARSADIA INSTITUTE OF COMPUTER SCIENCE AND TECHNOLOGY,Gujarat,Surat,http://utu.ac.in/AMTICS/index.html,2021,Rural,Constituent / University College,University,U-0668,UKA TARSADIA UNIVERSITY,State Private University
C-16182,Ashok & Rita Patel Institute of Physiotherapy,Gujarat,Anand,www.charusat.ac.in,2009,Rural,Constituent / University College,University,U-0128,"Charotar University of Science & Technology,  Anand",State Private University
C-1082,ASHVINBHAI A PATEL COMMERCE COLLEGE,Gujarat,Gandhinagar,www.aapcc.org,2003,Urban,Constituent / University College,University,U-0141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",State Private University
C-55958,"ASPEE College of Agriculture, Khapat (Porbandar)",Gujarat,Porbandar,www.jau.in,2016,Rural,Constituent / University College,University,U-0140,Junagadh Agricultural University,State Public University
C-6593,ASPEE College of Horticulture,Gujarat,Navsari,www.nau.in,1988,Urban,Constituent / University College,University,U-0145,Navsari Agricultural University,State Public University
C-34238,ASPEE College of Nutrition and Community Science,Gujarat,Banas Kantha,-,-,-,Constituent / University College,University,U-0150,"Sardarkrushinagar Dantiwada Agricultural University, Banaskantha",State Public University
C-6591,ASPEE Institue of Agribussiness Management,Gujarat,Navsari,www.nau.in,2007,Rural,Constituent / University College,University,U-0145,Navsari Agricultural University,State Public University
C-46335,Aspee Shakilam Biotechnology Institute,Gujarat,Surat,www.nau.in,2012,Urban,Constituent / University College,University,U-0145,Navsari Agricultural University,State Public University
C-71174,ASSAM PHARMACY INSTITUTE ,Assam,Jorhat,www.aewtgroup.in,-,Rural,Constituent / University College,Private Un-Aided,U-0669,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",State Public University
C-27877,"ASSM College, Mukandpur",Punjab,Shahid Bhagat Singh Nagar,https://assmcollege.ac.in/,1993,Rural,Constituent / University College,University,U-0376,"Guru Nanak Dev University, Amritsar",State Public University
C-64863,ATAL BIHARI VAJPAYEE COLLEGE OF AGRICULTURE KHURAI,Madhya Pradesh,Sagar,www.jnkvv.org,2018,Rural,Constituent / University College,University,U-0274,"Jawaharlal Nehru Krishi Vishwavidyalaya, Jabalpur",State Public University
C-22462,Atma Ram Sanatan Dharam College,Delhi,South West,www.arsdcollege.ac.in,1959,Urban,Constituent / University College,Central Government,U-0120,University of Delhi,Central University
C-7104,Aurangabad B.Ed. College,West Bengal,Murshidabad,www.aurangabadptti.com,2008,Rural,Constituent / University College,Private Aided (Government Aided),U-0766,Baba Saheb Ambedkar Education University,State Public University
C-9634,"Awadh Bihari Sanskrit College, Rahimpur, Khagaria",Bihar,Khagaria,www.absckgg.org,1946,Rural,Constituent / University College,State Government,U-0067,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-48199,AYUSHMATI COLLEGE OF EDUCATION,Madhya Pradesh,Bhopal,https://www.bhabhauniversity.edu.in/institute/25/,2008,Urban,Constituent / University College,Private Un-Aided,U-0943,"Bhabha University, Bhopal",State Private University
C-65101,BABA GOVARDHAN NATH MAHAVIDYALAYA CHARKHARI MAHOBA UTTAR PRADESH,Uttar Pradesh,Mahoba,www.bg.com,-,Urban,Constituent / University College,Private Un-Aided,U-0502,"Bundelkhand University,  Jhansi",State Public University
C-60309,"Baba Namdev University College, Kishankot",Punjab,Gurdaspur,bnducollege.org,2016,Rural,Constituent / University College,University,U-0376,"Guru Nanak Dev University, Amritsar",State Public University
C-27190,BABA SAHAB DR. BHIM RAO AMBEDKAR COLLEGE OF AGRIL ENGG. & TECHNOLOGY ETAWAH ( CSAUA&T KANPUR),Uttar Pradesh,Etawah,-,-,-,Constituent / University College,-,U-0504,"Chandra Shekhar Azad University of Agriculture & Technology, Kanpur",State Public University
C-9673,"Baba Sahib Ram Sanskrit College, Pacharhi, Darbhanga",Bihar,Darbhanga,www.bsrscollege.com,1961,Rural,Constituent / University College,University,U-0067,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-66213,BABU MADHAV INSTITUTE OF INFORMATION TECHNOLOGY,Gujarat,Surat,utu.ac.in,2015,Rural,Constituent / University College,University,U-0668,UKA TARSADIA UNIVERSITY,State Private University
C-7226,"B.A.College of Agricultural , Anand",Gujarat,Anand,www.aau.in,1947,Urban,Constituent / University College,University,U-0123,"Anand Agricultural University, Anand",State Public University
C-49615,BAGWAN MAHAVIR COLLEGE OF ARCHITECTURE,Gujarat,Surat,www.bmusurat.ac.in,2013,Urban,Constituent / University College,University,U-1074,BHAGWAN MAHAVIR UNIVERSITY,State Private University
C-43556,BAHARAGORA COLLEGE,Jharkhand,East Singhbum,http://baharagoracollege.org,1969,Rural,Constituent / University College,State Government,U-0206,"Kolhan University,  West Singhbhum",State Public University
C-9672,"Baidyanath Pandey Arya Sanskrit College, Siwan",Bihar,Siwan,https://www.bpascollegesiwan.com,1960,Urban,Constituent / University College,University,U-0067,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-44392,"BALANAND SANSKRIT COLLEGE, DEOGHAR",Jharkhand,Deoghar,WWW.VBU.AC.IN,1936,Urban,Constituent / University College,State Government,U-0212,"Vinoba Bhave University, Hazaribagh",State Public University
C-8752,"Bali Ram Bhagat College, Samastipur",Bihar,Samastipur,www.brbcollege.ac.in,1969,Urban,Constituent / University College,University,U-0068,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-44742,Bankura Christian College,West Bengal,Bankura,www.bankurachristiancollege.in,1903,Urban,Constituent / University College,Private Aided (Government Aided),U-0772,"BANKURA UNIVERSITY, BANKURA",State Public University
C-44735,Banwarilal Bhalotia College,West Bengal,Purba Bardhaman,www.bbcollege.ac.in,1944,Urban,Constituent / University College,State Government,U-0718,"KAZI NAZRUL UNIVERSITY, ASANSOL",State Public University
C-57999,Bapubhai Desaibhai Patel Institute of Paramedical Sciences,Gujarat,Anand,www.charusat.ac.in,2016,Rural,Constituent / University College,University,U-0128,"Charotar University of Science & Technology,  Anand",State Private University
C-7225,Baroda Sanskrit Mahavidhyalay,Gujarat,Vadodara,-,-,-,Constituent / University College,University,U-0143,"Maharaja Sayajirao University of Baroda, Vadodara",State Public University
C-62867, Bar S K Wankhede University College of Education  Nagpur,Maharashtra,Nagpur,www.skwankhedecollege.org,1945,Urban,Constituent / University College,Local Body,U-0332,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",State Public University
C-12847,B.D.College,Bihar,Patna,www.bdcollegepatna.co.in,1970,Urban,Constituent / University College,University,U-0974,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-61853,Bebe Nanaki University college for girls Fattu dhinga  ,Punjab,Kapurthala,bnugcfattudhinga.in,2019,Rural,Constituent / University College,University,U-0376,"Guru Nanak Dev University, Amritsar",State Public University
C-27980,"Bebe Nanki University College, Vill. Mithra",Punjab,Kapurthala,www.gnducmithra.ac.in,2010,Rural,Constituent / University College,University,U-0376,"Guru Nanak Dev University, Amritsar",State Public University
